V1  V2  V3  V4A  V4B  V4C  V4D  V4E  V4F  V4G  V4H  V4I  V4J  V4K  V4L  V4N  V4O  V4M  V4STEXT  V5A  V5B  V5C  V5D  V5E  V5F  V5G  V5H  V5I  V6  V14B  V14C  V14D  V14E  V14F  V14G  V14H  V15  V16A  V16B  V16C  V16D  V16E  V16F  V7A  V7B  V7C  V7D  V7E  V7F  V7G  V7H  V7I  V7J  V8  V9  V10  V11  V12A  V12B  V12C  V12D  V12E  V12F  V12G  V12H  V12I  V12J  V12TEXT  V12K  V13A  V13B  V13C  V13D  V13E  V13F  V13G  V13H  V13TEXT  V13I  V14A  V16G  V16H  V16I  V16J  V16K  V17  V18  V19AH  V19BH  V19CH  V19DH  V19EH  V19FH  V19GH  V19IH  V19HH  V19AW  V19BW  V19CW  V19DW  V19HW  V19IW  V19JW  V19KW  V19LW  V19EW  V19FW  V19GW  V19JH  V19KH  V19LH  V19MH  V19MW  V20  V21  V22BF  V22CG  V22CF  V22DG  V22DF  V22EG  V22FG  V22AF  VAR00001  V23  V25A  V25B  V25C  V26A  V26B  V26C  V26D  V26E  V26F  V26G  V26H  V26I  V27A  V27B  V27C  V28  V28A  V29  V30  V24BF  V24CG  V24CF  V24DG  V24DF  V24EG  V24FG  V24AF  OL  STOL  HVVINGL  HVVINFL  RVINGL  RVINFL  HEDVINGL  V32  SPIR  V33  V34  V35  V36  V37A  V37B  V37C  V37D  V38A  V38B  V39  V40  V41  V42A  V42B  V42C  V42D  V42E  V42F  V42G  V42H  V42I  V42J  V42K  V42L  V42M  V42N  V42O  V42TEXT  V43A  V43B  V43C  V43D  V43E  V43F  V43G  V43H  V43I  V43J  V43K  V43L  V43TEXT  V44A  V44B  V44C  V44D  V44E  V44F  V44G  V44H  V44I  V44J  V44K  V44L  V44M  V44N  V44O  V44P  V44Q  V44R  V44S  V45  V46  V47  V48A  V48B  V48C  V48D  V48E  V48F  V48G  V49A  V49B  V49C  V50  V51  V52  V53  V54  V55  V56  V57A  V57B  V58A  V58B  V59A  V59B  V60  V61  V62  V63A  V63B  V65  V66  V67A  V67B  V68  V69  V70  V71  V72  V73  KON  V75  V76  V77  V78A  V78ATAL  V78B  V78BTAL  V78C  V78CTAL  V78D  V78DTAL  V79A  V79B  V79C  V79D  V79E  V79F  V79G  V79H  V80A  V80B  V80C  V80D  V80E  V80F  V80G  V81A  V81B  V81C  V81D  V81E  V81F  V81G  V81H  V81I  V81J  V81K  V81L  V81M  V81N  V82A  V82B  V82C  V82D  V82E  V82F  V82G  V82H  V82I  V82J  V82K  V82L  V82M  V82N  V82O  V83  SKEMANR  PROFIL  ALDER
2  1  3  5  4  2  5  6  6  5  6  4  6  5  6  5  6  5  1  2  6  6  2  3  6  5  1  4  2  0  0  0  0  0  0  1  1  1  0  0  0  1  0  2  3  3  3  3  2  2  3  3  3  3  1  1  1  0  0  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  1  0  0  .  0  0  1  1  1  0  0  3  3  3  0  0  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  .  1  1  1  1  1  1  1  1  1  1  1  1  .  .  1  .  1  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  6  17  17.5  0  0  0  .  1  3  1  2  1  1  1  1  1  1  1  1  1  1  1  1  2  2  1  .  1  1  1  1  1  1  1  1  2  1  1  1  .  1  1  1  1  1  1  5  1  1  1  1  1  1  1  1  1  1  1  .  24  3  85  2  2  2  2  2  2  2  2  .  3  2  4  6  2  1  0  1  6  .  2  2  1  1  5  1  2  4  .  3  4  4  7  3  3  4  2  1  1970  2  107  179  1  1  .  1  .  1  .  1  .  3  2  2  1  1  1  1  2  4  2  3  1  1  1  1  4  4  2  5  5  3  3  3  3  3  1  1  3  1  5  5  5  5  5  5  5  3  2  3  3  1  3  3  .  4  1117  2  25
3  1  2  4  4  3  5  5  4  6  2  4  5  6  1  5  5  2  .  5  4  4  4  5  4  3  5  4  2  .  .  .  .  .  .  .  1  1  0  1  1  0  1  2  3  3  2  3  3  2  2  3  3  2  2  1  1  1  0  1  1  1  0  0  0  1  0  .  0  1  0  1  0  0  0  0  0  .  0  .  0  1  1  0  0  3  2  6  8  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  2  0  0  0  0  0  0  2  .  .  1  1  1  .  1  .  .  .  .  .  .  .  .  1  .  1  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  1  39  25  10  0  0  0  .  5  1  2  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  60  .  .  .  .  .  .  .  .  .  .  1  1  64.5  1  0  0  1  46  .  2  .  1  .  5  1  4  .  8  6  .  4  5  .  .  .  .  .  1931  2  64  172  4  1  .  1  .  2  1995  2  1995  .  .  .  .  .  .  .  3  .  .  .  .  3  .  .  .  .  3  .  .  .  .  .  .  .  3  .  .  .  3  4  4  3  5  4  4  5  5  4  4  5  4  4  .  5  1119  2  64
1  1  3  6  5  6  6  6  6  6  6  5  6  6  6  6  6  4  1  2  6  6  2  3  6  6  2  5  2  0  0  0  0  0  0  1  2  1  1  0  0  1  0  3  3  3  3  3  3  3  3  3  3  2  1  1  1  1  0  0  0  0  0  0  0  0  0  .  0  1  0  0  0  0  0  0  0  .  0  0  0  0  0  0  0  2  2  5  0  0.5  0  0  0  0  0  0  1.5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  1  0  0  0  0  0  0  0  1.5  3  4  1  1  4  4  5  5  1  4  1  2  5  19  15  .  3  .  2  2  4  0  0  3  0  0  4  10  7.51  0.5  0  0  0  0  0  13.5  0  5  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  84  2  2  1  2  2  1  2  1  3  3  1  2  24.5  1  1  0  1  1  9  1  1  2  2  4  1  1  2  .  3  4  5  7  2  3  2  1  2  1971  2  78  176  1  1  .  2  1992  1  .  1  .  3  2  2  2  1  1  1  2  2  2  2  2  1  1  1  2  1  1  1  1  2  2  2  2  1  1  1  1  1  4  4  3  5  2  3  4  1  4  4  4  4  5  3  .  3  1120  2  24
2  2  1  3  4  5  5  6  3  5  5  3  4  6  6  6  6  5  2  5  3  3  5  6  4  4  5  4  2  0  0  0  0  0  0  1  1  0  0  0  1  0  0  3  3  3  3  3  3  3  3  3  3  1  2  1  1  0  0  0  0  0  0  0  0  1  0  .  0  0  0  0  0  0  0  0  0  .  1  0  0  0  1  0  0  3  1  10  5  0  0  0  0  0  0  0  5  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  .  2  1  2  1  2  2  1  1  1  1  1  .  .  .  1  .  2  2  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  4  0  1  1  7  18  .  .  .  .  .  2  3  1  10  1  1  1  1  1  1  1  1  1  1  1  2  2  2  3  .  2  2  2  1  2  2  1  2  1  1  1  1  .  2  3  3  5  4  1  1  1  1  1  2  1  2  1  2  1  1  3  1  19  2  59  2  2  2  2  1  1  2  1  2  .  2  3  1  1  0  0  2  .  .  4  2  2  1  5  2  2  3  .  3  6  5  .  4  1  4  1  4  1969  2  53  163  1  1  .  2  1990  1  .  1  .  1  3  3  3  2  1  1  2  1  3  3  3  1  1  1  3  3  3  3  3  2  3  1  2  2  1  1  1  1  5  5  5  4  5  4  5  3  3  4  4  4  5  4  .  5  1125  2  26
2  1  2  5  6  5  .  6  6  6  5  5  6  6  5  6  6  6  1  3  6  6  3  3  5  6  2  5  1  0  0  0  0  0  0  0  1  0  1  1  0  1  0  2  3  3  3  3  3  3  3  3  3  1  3  1  1  0  0  0  0  1  0  0  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  1  0  0  1  0  0  3  4  5  4  0.3  0  0  1.5  0  0  0  3  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  1  3  2  1  2  1  2  2  .  .  1  1  1  19  19  .  3  .  2  1  0  0  0  0  0  0  0  0  4  0  0  0  2  0  0  9.5  0  3  0  9  14  10  0  0  0  .  2  .  .  3  1  1  1  1  1  1  1  2  1  2  3  3  2  2  .  .  1  1  3  1  2  1  1  .  1  .  .  .  .  3  2  2  3  4  1  1  1  2  1  3  1  4  5  2  3  .  1  .  16  2  55  2  2  1  2  2  2  2  1  2  .  1  1  23  1  0  0  2  .  .  3  1  1  2  4  1  2  .  13  6  7  3  .  .  .  .  .  .  1972  2  54  172  1  1  .  1  .  1  .  2  1988  3  2  3  2  2  1  1  2  4  3  4  2  1  1  1  4  3  1  1  3  2  2  2  3  3  1  1  1  1  4  5  3  5  3  3  4  4  4  4  4  3  3  3  .  3  1126  2  23
1  1  3  .  3  4  .  .  .  .  .  .  .  .  .  .  .  .  2  .  6  6  2  .  6  5  2  5  2  0  1  0  0  0  0  0  2  0  0  0  0  0  0  2  2  3  3  3  3  3  3  3  3  3  1  1  1  0  0  0  0  1  0  0  0  0  0  .  0  1  0  0  0  0  0  0  0  .  0  0  0  0  1  0  0  3  2  5  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  2  0  0  0  0  0  0  0  0  0  .  1  1  1  1  1  1  1  1  1  1  1  1  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  .  .  .  .  .  .  .  0  .  1  2  22  17  30  0  0  0  .  .  1  1  .  1  1  1  1  1  1  1  1  1  1  1  1  2  1  1  .  2  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  25  2  80  .  .  .  .  .  .  .  .  .  .  1  1  41  1  .  2  2  .  .  2  .  1  1  5  1  4  .  .  6  4  5  .  2  3  .  2  1  1954  2  68  170  1  .  .  2  1993  .  .  .  .  .  .  .  .  .  .  .  3  1  1  1  3  1  1  1  .  .  .  .  .  3  .  .  3  .  .  .  .  3  5  5  4  5  5  4  4  3  4  5  4  5  4  4  .  5  1131  2  41
1  1  3  5  6  6  6  6  6  6  6  6  6  6  6  6  6  6  2  1  6  6  1  1  6  6  1  6  2  0  1  0  0  0  0  0  1  0  1  0  1  1  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  0  0  0  0  0  0  .  1  1  0  0  0  0  0  0  0  .  0  0  1  1  1  0  0  2  2  10  0  0  6  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  2  0  0  0  0  0  0  0  0  0  .  1  1  1  1  .  1  .  .  .  .  .  .  .  .  1  .  1  2  2  0  2  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  5  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  4  77  2  2  2  2  2  2  2  3  3  3  2  2  61  1  1  0  1  26  .  3  .  2  .  3  2  1  4  8  3  1  7  13  .  .  .  .  .  1928  2  65  164  2  1  .  1  .  1  .  2  1988  3  2  1  2  1  1  1  3  3  2  1  1  1  1  1  3  1  3  2  3  3  3  3  2  1  1  1  1  1  4  4  4  5  5  5  5  5  3  4  4  4  4  5  4  5  1132  2  67
2  1  2  5  5  6  5  6  6  6  6  4  6  5  4  5  6  3  1  3  6  6  3  3  5  4  3  5  2  0  0  0  0  0  0  1  1  0  1  1  0  0  1  3  3  3  3  3  3  3  3  3  3  2  1  2  1  0  0  0  1  1  0  0  0  1  0  .  0  0  0  0  0  0  0  0  0  .  1  0  0  1  1  0  0  2  4  3  3  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  1  1  0  0  0  2  0  0  0  1  3  3  3  5  2  3  4  1  1  1  3  5  5  5  20  14  .  4  .  2  1  2  0  0  0  1  0  0  4  6  1  0  0  0  3  0  8  0  1  1  24  13  0  8  0  0  .  1  3  1  .  1  1  1  1  1  1  1  2  1  2  2  1  1  2  2  Spist guler¢dder, b¢rstet tænder.  .  .  .  .  .  .  .  .  .  .  .  .  For stor lyst til at ryge.  3  4  4  5  5  1  1  1  1  1  1  1  2  3  1  2  1  1  .  37  3  65  2  2  2  2  2  1  2  2  3  3  1  2  8  2  0  0  2  .  .  2  2  1  1  4  2  1  3  .  4  7  8  8  3  3  4  2  2  1956  2  75  180  1  .  .  2  1991  .  .  2  1992  3  2  3  2  2  .  .  .  .  2  4  4  1  1  1  5  5  3  3  3  2  4  .  2  3  2  1  1  1  4  4  3  4  3  4  4  2  2  5  4  4  5  5  .  3  1133  2  39
2  1  2  2  5  5  5  6  5  6  5  4  6  3  1  6  6  6  1  3  5  6  3  3  4  5  4  3  1  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  3  3  3  3  3  3  3  3  3  1  2  1  1  0  0  0  1  1  0  0  0  0  0  .  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  3  0  0  0  0  0  0  0  1  1.5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  2  0  0  0  0  2  1  1  2  1  2  1  2  1  1  1  1  1  1  .  18  .  1  .  2  2  0  0  0  0  0  0  0  0  0  0  0  0  1.5  0  0  4.5  0  5  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  30  2  2  1  2  2  1  2  2  3  3  3  4  2.5  2  0  0  2  .  .  2  1  2  1  5  1  2  .  13  5  5  2  2  .  .  .  .  .  1973  2  69  168  1  1  .  1  .  1  .  1  .  .  1  1  1  2  1  2  3  .  3  3  1  1  1  1  5  .  2  2  2  3  4  .  3  3  3  1  2  1  5  5  4  4  3  5  4  3  3  5  3  2  5  5  .  5  1134  2  22
3  1  1  4  3  3  4  5  2  5  4  2  2  2  1  3  3  5  1  3  2  4  3  3  3  2  3  2  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  2  3  3  3  3  3  3  3  3  3  5  5  5  5  1  0  0  1  1  0  1  1  0  0  .  0  1  0  0  0  0  0  0  0  .  0  1  0  0  0  0  1  3  4  3.5  0  0  0  0  0  0.5  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  3  .  .  1  1  1  1  1  1  1  1  1  20  .  .  1  .  2  2  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  2  0  1  2  30  19  40  0  0  0  5  .  1  1  3  3  3  2  1  1  1  1  1  1  1  1  3  3  1  1  .  3  3  3  1  1  1  1  1  1  1  1  1  .  5  5  5  2  2  2  2  2  2  2  5  5  5  5  5  1  5  1  1  26  2  86  2  1  2  2  1  1  1  2  3  3  1  1  47  1  1  0  1  34  .  .  1  2  1  2  2  2  .  11  .  1  8  .  4  1  5  1  2  1946  2  67  163  2  1  .  1  .  1  .  1  .  2  1  2  1  3  2  1  3  2  2  2  2  2  2  1  2  2  2  2  2  2  2  2  2  2  2  2  2  2  4  4  4  4  4  4  4  4  4  4  4  5  5  5  1  5  1137  2  49
1  1  3  5  6  5  5  5  5  5  6  6  6  6  6  6  6  6  2  2  6  6  2  2  6  6  2  6  2  0  0  0  0  0  0  1  1  1  0  1  0  1  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  0  1  0  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  0  1  0  1  0  0  3  3  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  3  1  0  0  0  0  0  0  0  0  0  .  2  2  1  2  1  2  1  1  1  1  2  1  .  18  .  3  .  2  2  0  0  0  0  1  0  0  0  1  0  0  0  0  1  0  2  0  4  0  10  28  10  0  0  0  .  4  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1  3  4  3  1  1  1  1  1  1  1  1  5  5  2  1  1  5  38  2  51  2  2  1  1  2  1  1  2  3  3  2  2  28  1  0  0  2  .  .  3  3  3  2  5  2  1  2  .  3  4  7  .  1  4  3  2  2  1939  2  70  162  1  1  .  1  .  1  .  2  1982  1  2  3  3  3  1  1  3  1  3  4  4  1  1  1  .  4  3  5  4  4  4  1  2  4  1  1  1  5  5  5  5  5  5  5  5  1  1  5  4  3  5  4  1  5  1138  2  56
2  1  2  5  3  5  6  6  6  4  4  4  6  6  6  6  6  2  1  5  6  6  3  5  3  5  5  3  2  0  0  0  0  0  0  1  1  1  1  1  0  0  0  1  3  3  3  3  3  2  3  3  3  2  4  1  2  0  0  0  1  0  0  0  0  0  0  .  0  1  1  0  0  0  0  1  0  .  0  0  1  1  1  0  0  3  2  1  5  0  3  1  0  0  0  0  0.4  1  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  2  2  0  0  0  0  0  0  0  2  2  2  2  4  1  3  2  1  1  1  1  1  2  3  19  19  .  3  .  2  2  0  0  0  0  1  0  0  1.5  1  0  0  0  0  1  0  6  0  1  1  23  15  3  0  0  0  .  11  3  2  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  65  2  2  1  2  2  2  2  1  3  3  1  3  6  2  0  0  2  .  .  4  1  2  1  3  1  3  3  .  3  5  5  .  3  3  4  1  2  1957  2  61  176  1  .  .  2  1992  .  .  2  1990  3  3  3  3  2  2  3  3  3  2  3  2  1  1  3  4  1  5  2  3  3  3  3  3  3  2  2  3  1  4  3  4  2  4  5  3  4  4  4  4  3  5  4  4  5  1139  2  38
1  1  2  5  2  6  5  6  5  5  4  5  5  6  6  5  6  6  1  2  5  6  3  4  5  6  2  5  2  0  0  1  0  0  0  0  1  0  1  0  0  1  0  1  3  3  3  3  3  3  3  3  3  2  2  1  1  0  0  0  0  1  0  0  0  0  0  .  0  1  0  0  0  0  0  0  0  .  0  0  0  0  1  0  0  3  4  7  7  0  3  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  1  1  1  1  1  1  1  1  1  1  1  1  .  21  .  1  .  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  5  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  56  2  2  1  2  2  1  .  1  3  .  1  2  6  2  0  0  2  .  .  2  2  1  2  5  1  1  .  13  5  7  2  .  .  .  .  .  .  1973  2  67  180  1  1  .  2  1994  1  .  1  .  1  3  3  1  2  2  1  3  3  4  2  1  1  1  1  4  2  3  2  3  1  1  3  4  2  3  1  1  1  5  5  5  5  5  5  5  5  4  4  5  5  5  5  .  5  1140  2  22
2  1  2  1  2  2  6  6  6  6  6  3  6  1  6  6  5  5  .  2  6  6  4  2  6  6  2  3  2  0  0  0  0  0  0  1  1  0  0  0  0  0  1  2  3  2  3  3  2  3  3  3  3  1  1  1  1  1  0  0  0  0  0  1  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  0  0  0  1  0  0  3  3  1  0  0  0  0  0  0  0  0  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  1  0  0  0  0  0  0  0  0  0  .  1  .  .  .  .  1  .  .  .  .  .  .  .  .  1  .  1  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  20  30  6  0  0  0  20  .  1  2  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  55  2  2  1  2  2  2  .  1  3  .  1  2  6  1  .  .  2  .  .  2  3  1  1  5  1  1  2  .  5  7  6  .  1  3  2  1  1  1943  2  60  176  3  2  1995  .  .  .  .  .  .  .  .  .  .  .  .  .  2  .  4  4  .  .  .  .  .  3  3  .  3  .  .  .  .  3  .  .  .  .  4  4  .  4  4  4  4  .  .  4  4  .  4  .  .  5  1143  2  52
1  1  3  6  6  6  6  6  6  6  6  5  5  6  6  6  6  6  .  2  6  6  2  2  6  5  2  5  2  0  0  0  0  0  0  1  1  0  1  1  1  1  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  0  0  0  0  1  0  .  0  0  0  0  0  0  0  0  0  .  1  0  1  0  0  1  0  3  4  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  0  3  2  0  0  0  1.5  0  0  0  0  1.5  2  .  4  .  4  .  4  .  .  .  .  .  4  18  18  .  1  .  2  2  0  2  0  2  0  0  1  1  0  0  0  0  4  0  0  3  0  5  1  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  7  120  2  2  2  2  2  2  2  3  3  3  1  1  5  1  1  0  1  20  .  2  3  1  3  4  1  4  2  .  5  2  8  11  3  3  5  1  2  1938  2  65  172  2  2  1975  .  .  .  .  .  .  3  1  1  1  1  1  1  3  4  3  3  3  1  1  1  3  2  2  2  3  1  1  2  3  2  1  1  1  1  4  4  4  4  4  3  3  4  1  3  4  4  4  4  .  5  1145  2  57
2  1  2  6  5  6  6  6  5  6  6  5  6  4  4  6  6  4  1  2  5  6  4  4  6  6  2  5  2  0  0  0  0  0  0  1  1  0  0  0  1  0  0  3  3  3  3  3  3  3  3  3  3  1  2  1  2  0  0  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  0  3  4  1  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  3  5  2  5  3  2  1  1  1  1  3  3  20  20  .  5  .  2  2  0  0  0  1  0  0  0  0  0.2  0  1  0  1.5  0  0  5  0  1  1  20  15  20  0  0  0  15  .  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  2  1  1  .  2  1  1  1  1  1  1  1  1  1  1  .  .  3  1  1  3  1  1  1  1  1  1  1  1  1  4  4  1  1  1  .  25  3  72  2  2  2  2  2  2  2  3  3  .  1  2  26  2  0  0  2  .  .  4  3  3  3  3  2  4  3  .  4  6  6  6  2  3  4  1  2  1960  2  60  162  1  1  .  2  1985  1  .  1  .  3  2  3  3  2  1  2  3  3  2  3  3  1  1  1  3  4  1  1  3  3  3  3  2  3  1  1  1  1  4  4  4  4  4  3  3  2  3  3  3  3  4  4  .  3  1146  2  35
2  1  2  6  5  6  5  6  5  6  5  5  6  5  5  6  5  6  2  4  5  6  3  4  5  5  3  5  2  0  0  0  0  0  0  1  1  0  0  1  0  1  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  1  1  0  0  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  0  1  0  1  0  0  3  3  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  1  2  1  2  2  1  1  1  1  1  1  1  18  18  .  1  .  2  2  0  2  0  0  0  0  0  2  0  0  0  0  0  0  0  4  0  4  1  6  14  6  0  0  0  .  2.5  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1  1  1  3  5  1  1  1  5  1  1  5  5  5  1  1  1  .  20  5  117  1  2  1  2  2  2  2  2  3  3  2  2  20  1  2  1  1  21  .  2  2  2  3  2  1  2  3  .  3  3  4  8  3  2  4  1  2  1956  2  58  169  2  1  .  1  .  1  .  1  .  3  2  1  2  1  1  1  3  2  2  2  2  2  2  2  3  3  3  2  2  2  2  1  2  2  2  1  1  1  4  3  4  5  5  4  4  4  2  3  4  3  4  3  .  5  1147  2  39
2  2  2  4  5  6  5  6  6  6  5  4  6  6  1  6  6  6  2  2  6  6  3  3  5  6  2  4  2  0  0  0  0  0  0  1  1  1  0  0  0  0  1  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  1  1  0  0  0  0  0  .  0  1  0  1  0  0  0  0  0  .  0  0  0  0  0  0  0  3  2  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  1  0  0  0  0  0  0  0  0  0  2  3  3  1  2  3  2  3  3  1  1  1  1  .  19  .  3  .  2  2  0  0  0  2  0  0  0  0  2  0  0  0  1  0  0  .  2  3  0  4  18  10  0  0  0  30  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  50  2  2  1  2  2  1  2  1  2  .  2  3  4.5  2  1  0  1  4  6  2  3  2  2  .  .  .  .  .  .  .  .  .  3  3  4  2  1  1973  2  65  164  1  1  .  1  .  1  .  .  .  3  3  2  1  2  2  2  2  4  3  3  1  2  2  1  2  4  1  3  2  3  4  4  5  3  2  1  1  1  4  4  2  4  4  4  4  2  2  4  4  3  5  3  .  4  1149  2  22
5  3  3  6  2  1  5  5  3  3  2  1  6  5  6  3  5  5  1  6  4  1  5  5  1  1  5  1  1  0  0  0  0  0  0  1  1  0  0  1  1  1  0  1  .  2  .  2  1  1  2  .  3  5  4  4  4  0  1  1  0  1  1  0  0  1  1  Alkavilal.  0  1  0  0  0  0  0  0  0  .  0  0  0  0  1  0  0  4  4  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  1  0  0  0  0  0  0  0  0  0  .  .  1  .  1  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  .  .  .  .  .  .  .  .  .  4  0  8  25  0  0  0.2  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  5  55  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  9  9  .  .  .  .  4  1  3  .  8  3  3  3  .  .  .  .  .  .  1909  2  60  162  4  1  .  1  .  2  1985  1  .  1  3  1  1  2  1  1  2  1  5  1  1  2  1  1  3  1  4  1  3  3  3  1  3  1  2  1  1  1  5  5  5  5  5  5  5  5  5  5  5  5  5  5  .  5  1151  2  86
